entry_time,exit_time,direction,entry_price,exit_price,position_size,rsi,macd,signal_line,+DI,-DI,adx,divergence,entry_reason,profit,return_pct,capital_left,entry_sl
2020-04-23 10:00:00+05:30,2020-04-24 15:00:00+05:30,buy,9270.9,9149.85,0.5393,92.15,29.591,25.5228,32.06,37.93,12.11,bullish,"MACD > Signal, Bullish Divergence",-65.28,-1.31,52087.04,9085.48
2020-04-24 15:05:00+05:30,2020-04-27 09:30:00+05:30,short,9153.45,9334.7,0.5462,26.87,-18.6028,-14.7286,11.58,7.46,26.17,bearish,"MACD < Signal, ADX strong, Bearish Divergence",-99.0,-1.98,51988.04,9336.52
2020-04-27 10:10:00+05:30,2020-04-29 09:30:00+05:30,short,9340.4,9455.0,0.5353,83.65,36.1485,27.8691,43.83,26.0,33.73,bearish,"RSI > overbought, ADX strong, Bearish Divergence",-61.35,-1.23,51926.69,9527.21
2020-04-29 09:40:00+05:30,2020-04-30 09:15:00+05:30,short,9458.1,9750.15,0.5286,85.28,29.376,22.2108,30.96,32.47,23.58,bearish,"RSI > overbought, -DI > +DI, ADX strong, Bearish Divergence",-154.38,-3.09,51772.31,9647.26
2020-04-30 09:25:00+05:30,2020-05-06 10:55:00+05:30,short,9780.55,9328.05,0.5112,80.41,49.98,28.2979,54.33,11.78,20.84,bearish,"RSI > overbought, ADX strong, Bearish Divergence",231.32,4.63,52003.63,9976.16
2020-05-06 11:15:00+05:30,2020-05-11 09:15:00+05:30,short,9324.85,9378.2,0.5362,66.98,22.4772,16.2751,29.26,8.76,15.02,bearish,Bearish Divergence,-28.61,-0.57,51975.03,9511.35
2020-05-11 09:40:00+05:30,2020-05-11 15:00:00+05:30,buy,9422.3,9231.35,0.5307,78.81,27.6795,7.8482,47.83,20.47,50.09,bullish,"MACD > Signal, +DI > -DI, ADX strong, Bullish Divergence",-101.34,-2.03,51873.69,9233.85
2020-05-11 15:20:00+05:30,2020-05-12 10:00:00+05:30,buy,9240.6,9056.35,0.5411,28.77,-23.8267,-20.6285,10.56,7.83,33.13,bullish,"RSI < oversold, +DI > -DI, ADX strong, Bullish Divergence",-99.7,-1.99,51773.99,9055.79
2020-05-12 10:40:00+05:30,2020-05-14 09:15:00+05:30,buy,9093.6,9238.35,0.5498,39.38,-39.6479,-46.413,0.72,19.02,60.21,bullish,"MACD > Signal, ADX strong, Bullish Divergence",79.58,1.59,51853.58,8911.73
2020-05-14 09:20:00+05:30,2020-05-19 10:15:00+05:30,short,9254.85,8999.15,0.5403,23.23,-21.4077,-7.4098,1.67,18.81,31.22,bearish,"MACD < Signal, -DI > +DI, ADX strong, Bearish Divergence",138.15,2.76,51991.73,9439.95
2020-05-19 10:25:00+05:30,2020-05-20 14:30:00+05:30,short,9015.35,9072.15,0.5546,63.46,32.3876,23.5259,19.29,30.81,36.38,bearish,"-DI > +DI, ADX strong, Bearish Divergence",-31.5,-0.63,51960.23,9195.66
2020-05-20 14:40:00+05:30,2020-05-27 13:00:00+05:30,short,9062.5,9161.1,0.5517,83.84,28.0062,17.7392,35.68,29.22,30.51,bearish,"RSI > overbought, ADX strong, Bearish Divergence",-54.4,-1.09,51905.83,9243.75
2020-05-27 13:20:00+05:30,2020-05-28 09:15:00+05:30,short,9184.55,9385.55,0.5444,89.76,24.4591,20.8849,37.39,28.58,9.13,bearish,"RSI > overbought, Bearish Divergence",-109.42,-2.19,51796.41,9368.24
2020-05-28 09:40:00+05:30,2020-05-29 15:10:00+05:30,short,9411.2,9590.55,0.5313,90.08,47.2685,41.3502,45.76,27.71,23.42,bearish,"RSI > overbought, ADX strong, Bearish Divergence",-95.29,-1.91,51701.12,9599.42
2020-06-01 09:20:00+05:30,2020-06-04 12:20:00+05:30,buy,9799.45,9953.25,0.5102,89.61,51.9125,28.9111,59.7,33.33,25.02,bullish,"MACD > Signal, +DI > -DI, ADX strong, Bullish Divergence",78.47,1.57,51779.59,9603.46
2020-06-04 12:35:00+05:30,2020-06-09 14:05:00+05:30,buy,9969.85,10103.6,0.5015,32.82,-25.592,-23.024,11.29,4.94,16.9,bullish,"+DI > -DI, Bullish Divergence",67.08,1.34,51846.66,9770.45
2020-06-09 14:20:00+05:30,2020-06-11 14:20:00+05:30,buy,10102.9,9932.0,0.4949,29.02,-32.8315,-27.3901,4.19,8.14,26.92,bullish,"RSI < oversold, ADX strong, Bullish Divergence",-84.58,-1.69,51762.08,9900.84
2020-06-11 14:25:00+05:30,2020-06-12 09:15:00+05:30,buy,9927.2,9638.05,0.5037,27.67,-21.0348,-15.9877,6.54,6.86,18.16,bullish,"RSI < oversold, Bullish Divergence",-145.64,-2.91,51616.44,9728.66
2020-06-12 09:25:00+05:30,2020-06-12 14:00:00+05:30,short,9676.4,9874.85,0.5167,17.55,-65.378,-39.9369,3.98,20.77,62.81,bearish,"MACD < Signal, -DI > +DI, ADX strong, Bearish Divergence",-102.54,-2.05,51513.9,9869.93
2020-06-12 14:30:00+05:30,2020-06-16 09:15:00+05:30,short,9892.3,10029.05,0.5054,68.03,36.5873,30.2092,19.27,26.01,14.97,bearish,"-DI > +DI, Bearish Divergence",-69.11,-1.38,51444.79,10090.15
2020-06-16 09:25:00+05:30,2020-06-16 13:15:00+05:30,buy,9995.4,9801.6,0.5002,66.87,40.6228,21.6573,46.57,6.69,40.13,bullish,"MACD > Signal, +DI > -DI, ADX strong, Bullish Divergence",-96.94,-1.94,51347.85,9795.49
2020-06-16 14:00:00+05:30,2020-06-18 14:05:00+05:30,short,9861.8,10047.0,0.507,37.7,-28.2703,-32.9725,6.86,29.46,53.42,bearish,"-DI > +DI, ADX strong, Bearish Divergence",-93.9,-1.88,51253.95,10059.04
2020-06-18 15:05:00+05:30,2020-06-24 14:45:00+05:30,buy,10081.55,10323.05,0.496,73.57,28.7808,28.8992,35.2,15.73,40.88,bullish,"+DI > -DI, ADX strong, Bullish Divergence",119.78,2.4,51373.74,9879.92
2020-06-24 14:50:00+05:30,2020-07-14 10:50:00+05:30,buy,10318.25,10654.1,0.4846,28.57,-33.8793,-26.7589,13.97,6.88,42.39,bullish,"RSI < oversold, +DI > -DI, ADX strong, Bullish Divergence",162.75,3.25,51536.49,10111.88
2020-07-14 11:10:00+05:30,2020-07-15 10:25:00+05:30,short,10628.35,10780.8,0.4704,9.83,-33.1053,-28.7495,2.05,4.75,33.31,bearish,"MACD < Signal, -DI > +DI, ADX strong, Bearish Divergence",-71.71,-1.43,51464.78,10840.92
2020-07-15 10:35:00+05:30,2020-07-17 10:20:00+05:30,short,10788.45,10813.15,0.4635,85.16,38.9518,35.1527,31.89,33.96,41.23,bearish,"RSI > overbought, -DI > +DI, ADX strong, Bearish Divergence",-11.45,-0.23,51453.33,11004.22
2020-07-17 10:30:00+05:30,2020-07-20 09:45:00+05:30,short,10812.45,11014.95,0.4624,55.94,26.4307,28.7307,6.45,27.42,18.3,bearish,"MACD < Signal, -DI > +DI, Bearish Divergence",-93.64,-1.87,51359.69,11028.7
2020-07-20 10:05:00+05:30,2020-07-22 12:15:00+05:30,short,11008.75,11180.95,0.4542,86.48,43.9462,42.6565,38.29,29.66,24.17,bearish,"RSI > overbought, ADX strong, Bearish Divergence",-78.21,-1.56,51281.48,11228.92
2020-07-22 12:30:00+05:30,2020-07-30 14:15:00+05:30,buy,11166.05,11091.3,0.4478,48.64,3.9157,4.9951,12.11,17.9,25.82,bullish,"ADX strong, Bullish Divergence",-33.47,-0.67,51248.0,10942.73
2020-07-30 15:05:00+05:30,2020-08-05 09:15:00+05:30,short,11108.75,11186.2,0.4501,36.68,-26.5155,-27.8279,10.86,11.33,27.39,bearish,"-DI > +DI, ADX strong, Bearish Divergence",-34.86,-0.7,51213.14,11330.92
2020-08-05 09:35:00+05:30,2020-08-10 09:25:00+05:30,short,11201.85,11307.0,0.4464,84.49,35.1277,24.5437,43.98,20.91,20.4,bearish,"RSI > overbought, ADX strong, Bearish Divergence",-46.94,-0.94,51166.21,11425.89
2020-08-10 09:50:00+05:30,2020-08-14 14:15:00+05:30,buy,11308.5,11137.05,0.4421,82.15,29.4973,22.5729,45.85,24.66,20.68,bullish,"MACD > Signal, +DI > -DI, ADX strong, Bullish Divergence",-75.8,-1.52,51090.41,11082.33
2020-08-14 14:55:00+05:30,2020-08-31 11:45:00+05:30,buy,11172.8,11537.95,0.4475,34.05,-39.3575,-41.3024,5.59,16.48,76.43,bullish,"MACD > Signal, ADX strong, Bullish Divergence",163.4,3.27,51253.81,10949.34
2020-08-31 12:05:00+05:30,2020-09-03 09:15:00+05:30,short,11571.3,11561.7,0.4321,28.24,-39.6652,-31.2303,7.56,10.17,76.18,bearish,"MACD < Signal, -DI > +DI, ADX strong, Bearish Divergence",4.15,0.08,51257.96,11802.73
2020-09-03 09:40:00+05:30,2020-09-04 14:40:00+05:30,buy,11555.65,11334.9,0.4327,67.7,16.919,17.0776,23.48,24.76,12.27,bullish,Bullish Divergence,-95.52,-1.91,51162.44,11324.54
2020-09-04 15:25:00+05:30,2020-09-10 11:50:00+05:30,short,11358.35,11420.35,0.4402,38.2,-17.7393,-18.9467,5.47,17.19,73.04,bearish,"-DI > +DI, ADX strong, Bearish Divergence",-27.29,-0.55,51135.15,11585.52
2020-09-10 12:10:00+05:30,2020-09-21 14:00:00+05:30,buy,11410.15,11375.8,0.4382,62.26,17.0484,20.3753,13.96,21.8,18.93,bullish,Bullish Divergence,-15.05,-0.3,51120.1,11181.95
2020-09-21 14:50:00+05:30,2020-09-23 13:40:00+05:30,buy,11293.9,11062.9,0.4427,25.29,-45.9985,-43.3724,9.4,11.86,61.14,bullish,"RSI < oversold, ADX strong, Bullish Divergence",-102.26,-2.05,51017.83,11068.02
2020-09-23 14:10:00+05:30,2020-09-25 14:10:00+05:30,short,11054.3,11024.5,0.4523,32.66,-31.6801,-28.6697,14.94,5.74,18.9,bearish,"MACD < Signal, Bearish Divergence",13.48,0.27,51031.31,11275.39
2020-09-25 14:45:00+05:30,2020-10-15 14:05:00+05:30,buy,11058.0,11745.95,0.4522,75.39,22.4762,17.8733,29.59,22.39,10.84,bullish,"MACD > Signal, +DI > -DI, Bullish Divergence",311.09,6.22,51342.4,10836.84
2020-10-15 14:40:00+05:30,2020-10-26 12:55:00+05:30,buy,11718.5,11757.8,0.4267,27.03,-42.1772,-38.2377,2.21,13.03,36.08,bullish,"RSI < oversold, ADX strong, Bullish Divergence",16.77,0.34,51359.17,11484.13
2020-10-26 13:45:00+05:30,2020-10-29 09:15:00+05:30,buy,11778.05,11615.9,0.4245,46.23,-19.9006,-22.8917,12.34,14.14,21.3,bullish,"MACD > Signal, ADX strong, Bullish Divergence",-68.83,-1.38,51290.34,11542.49
2020-10-29 10:05:00+05:30,2020-11-25 15:00:00+05:30,buy,11693.05,12856.85,0.4276,41.03,-14.9461,-19.041,10.39,22.33,45.79,bullish,"MACD > Signal, ADX strong, Bullish Divergence",497.64,9.95,51787.98,11459.19
2020-11-25 15:05:00+05:30,2020-12-21 14:20:00+05:30,buy,12855.05,13488.3,0.389,28.2,-33.5998,-30.8187,9.01,8.01,25.83,bullish,"RSI < oversold, +DI > -DI, ADX strong, Bullish Divergence",246.33,4.93,52034.31,12597.95
2020-12-21 14:40:00+05:30,2021-01-18 09:30:00+05:30,buy,13358.3,14340.2,0.3743,22.53,-85.0111,-59.1114,1.05,23.95,82.36,bullish,"RSI < oversold, ADX strong, Bullish Divergence",367.53,7.35,52401.84,13091.13
2021-01-18 10:25:00+05:30,2021-01-22 11:20:00+05:30,buy,14300.9,14456.1,0.3496,26.38,-36.6621,-32.5978,3.78,9.14,29.31,bullish,"RSI < oversold, ADX strong, Bullish Divergence",54.26,1.09,52456.1,14014.88
2021-01-22 12:05:00+05:30,2021-01-27 09:15:00+05:30,buy,14493.6,14168.5,0.345,40.21,-22.1947,-26.4622,15.92,12.31,35.29,bullish,"MACD > Signal, +DI > -DI, ADX strong, Bullish Divergence",-112.16,-2.24,52343.94,14203.73
2021-01-27 09:50:00+05:30,2021-01-28 09:15:00+05:30,buy,14129.5,13834.25,0.3539,21.1,-49.6803,-43.1084,6.0,4.12,22.18,bullish,"RSI < oversold, +DI > -DI, ADX strong, Bullish Divergence",-104.49,-2.09,52239.45,13846.91
2021-01-28 09:40:00+05:30,2021-02-01 11:45:00+05:30,short,13880.25,13899.7,0.3602,32.02,-43.6167,-38.4959,15.5,14.78,9.08,bearish,"MACD < Signal, Bearish Divergence",-7.01,-0.14,52232.44,14157.86
2021-02-01 12:30:00+05:30,2021-02-01 13:25:00+05:30,short,13869.85,14152.35,0.3605,58.29,25.4426,28.1469,19.54,27.8,20.8,bearish,"MACD < Signal, -DI > +DI, ADX strong, Bearish Divergence",-101.84,-2.04,52130.6,14147.25
2021-02-01 14:00:00+05:30,2021-02-02 09:15:00+05:30,short,14166.0,14564.15,0.353,69.8,87.2634,83.7047,18.62,47.65,17.38,bearish,"-DI > +DI, Bearish Divergence",-140.55,-2.81,51990.06,14449.32
2021-02-02 09:25:00+05:30,2021-02-03 11:20:00+05:30,short,14642.3,14820.85,0.3415,92.87,116.1701,86.1047,56.17,21.99,18.11,bearish,"RSI > overbought, Bearish Divergence",-60.97,-1.22,51929.08,14935.15
2021-02-03 11:40:00+05:30,2021-02-08 09:15:00+05:30,short,14803.85,15085.75,0.3377,51.05,26.7224,31.5691,15.27,9.49,31.78,bearish,"MACD < Signal, ADX strong, Bearish Divergence",-95.2,-1.9,51833.88,15099.93
2021-02-08 09:25:00+05:30,2021-02-15 09:25:00+05:30,short,15098.7,15307.45,0.3312,73.82,29.1806,8.5605,39.29,16.71,32.45,bearish,"RSI > overbought, ADX strong, Bearish Divergence",-69.14,-1.38,51764.75,15400.67
2021-02-15 10:00:00+05:30,2021-02-18 12:20:00+05:30,buy,15286.1,15113.5,0.3271,78.96,32.9727,26.0173,49.74,11.98,52.6,bullish,"MACD > Signal, +DI > -DI, ADX strong, Bullish Divergence",-56.46,-1.13,51708.29,14980.38
2021-02-18 12:30:00+05:30,2021-02-22 11:15:00+05:30,buy,15114.95,14838.9,0.3308,23.03,-25.8174,-20.9616,1.47,11.46,58.07,bullish,"RSI < oversold, ADX strong, Bullish Divergence",-91.32,-1.83,51616.97,14812.65
2021-02-22 11:20:00+05:30,2021-02-26 09:15:00+05:30,buy,14832.6,14841.5,0.3371,35.39,-29.4575,-24.7591,7.71,16.01,40.62,bullish,"ADX strong, Bullish Divergence",3.0,0.06,51619.97,14535.95
2021-02-26 09:30:00+05:30,2021-03-01 10:20:00+05:30,short,14909.7,14770.2,0.3354,19.86,-55.0249,-27.5655,2.81,15.06,34.53,bearish,"MACD < Signal, -DI > +DI, ADX strong, Bearish Divergence",46.79,0.94,51666.76,15207.89
2021-03-01 10:25:00+05:30,2021-03-02 15:15:00+05:30,short,14785.0,14949.15,0.3382,69.72,36.4385,27.9061,20.4,34.97,46.88,bearish,"-DI > +DI, ADX strong, Bearish Divergence",-55.52,-1.11,51611.24,15080.7
2021-03-02 15:20:00+05:30,2021-03-03 15:10:00+05:30,short,14952.35,15247.7,0.3344,75.64,24.8648,13.2646,29.97,29.16,21.65,bearish,"RSI > overbought, ADX strong, Bearish Divergence",-98.77,-1.98,51512.48,15251.4
2021-03-03 15:20:00+05:30,2021-03-05 13:50:00+05:30,buy,15248.7,14918.85,0.3279,80.26,32.9674,27.1188,44.51,29.68,19.41,bullish,"MACD > Signal, +DI > -DI, Bullish Divergence",-108.16,-2.16,51404.32,14943.73
2021-03-05 14:10:00+05:30,2021-03-12 14:10:00+05:30,buy,14892.0,14995.8,0.3358,21.04,-31.0163,-18.1834,1.95,9.75,41.11,bullish,"RSI < oversold, ADX strong, Bullish Divergence",34.86,0.7,51439.18,14594.16
2021-03-12 14:15:00+05:30,2021-03-15 13:05:00+05:30,buy,14992.6,14751.85,0.3335,17.21,-58.4766,-42.4465,1.4,10.92,34.45,bullish,"RSI < oversold, ADX strong, Bullish Divergence",-80.29,-1.61,51358.89,14692.75
2021-03-15 13:15:00+05:30,2021-03-19 13:55:00+05:30,short,14769.7,14667.2,0.3385,28.86,-23.0095,-23.7097,8.45,11.18,16.53,bearish,"-DI > +DI, Bearish Divergence",34.7,0.69,51393.58,15065.09
2021-03-19 14:10:00+05:30,2021-03-26 12:55:00+05:30,short,14673.85,14562.75,0.3407,73.23,28.088,20.463,20.61,31.06,12.75,bearish,"RSI > overbought, -DI > +DI, Bearish Divergence",37.85,0.76,51431.43,14967.33
2021-03-26 13:05:00+05:30,2021-04-05 10:10:00+05:30,buy,14522.75,14575.85,0.3443,45.49,15.5065,19.2316,12.54,21.49,14.53,bullish,Bullish Divergence,18.28,0.37,51449.72,14232.3
2021-04-05 10:40:00+05:30,2021-04-12 09:15:00+05:30,buy,14534.1,14530.85,0.344,24.49,-77.029,-61.6614,0.77,12.53,67.07,bullish,"RSI < oversold, ADX strong, Bullish Divergence",-1.12,-0.02,51448.6,14243.42
2021-04-12 09:25:00+05:30,2021-04-19 09:15:00+05:30,buy,14454.75,14252.4,0.3459,7.07,-69.3443,-27.3441,5.2,2.83,22.35,bullish,"RSI < oversold, +DI > -DI, ADX strong, Bullish Divergence",-69.99,-1.4,51378.61,14165.66
2021-04-19 09:25:00+05:30,2021-04-22 09:15:00+05:30,buy,14264.4,14164.75,0.3505,5.21,-79.436,-33.6624,0.53,8.69,31.88,bullish,"RSI < oversold, ADX strong, Bullish Divergence",-34.93,-0.7,51343.68,13979.11
2021-04-22 09:30:00+05:30,2021-04-30 13:40:00+05:30,buy,14208.55,14728.45,0.3519,41.5,-36.5808,-30.5124,11.21,23.42,26.96,bullish,"ADX strong, Bullish Divergence",182.95,3.66,51526.63,13924.38
2021-04-30 13:45:00+05:30,2021-05-07 09:15:00+05:30,short,14729.15,14841.6,0.3395,15.87,-17.5524,-12.0666,4.2,9.92,65.8,bearish,"MACD < Signal, -DI > +DI, ADX strong, Bearish Divergence",-38.18,-0.76,51488.45,15023.73
2021-05-07 09:25:00+05:30,2021-05-17 14:35:00+05:30,short,14852.25,14898.4,0.3366,88.36,33.5537,17.3774,58.85,17.58,32.9,bearish,"RSI > overbought, ADX strong, Bearish Divergence",-15.53,-0.31,51472.92,15149.3
2021-05-17 15:10:00+05:30,2021-05-24 09:15:00+05:30,short,14920.55,15242.7,0.3351,70.13,19.8985,17.8043,24.62,23.38,11.6,bearish,"RSI > overbought, Bearish Divergence",-107.95,-2.16,51364.97,15218.96
2021-05-24 09:20:00+05:30,2021-05-28 13:35:00+05:30,short,15247.95,15456.55,0.3279,86.68,29.4995,22.2673,44.73,31.84,12.71,bearish,"RSI > overbought, Bearish Divergence",-68.4,-1.37,51296.57,15552.91
2021-05-28 13:40:00+05:30,2021-06-18 10:25:00+05:30,buy,15450.8,15561.45,0.3236,66.38,6.7599,5.1412,21.5,28.71,13.04,bullish,"MACD > Signal, Bullish Divergence",35.81,0.72,51332.37,15141.78
2021-06-18 10:50:00+05:30,2021-07-20 10:35:00+05:30,buy,15518.65,15634.45,0.3222,22.73,-38.0514,-28.7213,0.96,10.55,44.13,bullish,"RSI < oversold, ADX strong, Bullish Divergence",37.31,0.75,51369.69,15208.28
2021-07-20 10:40:00+05:30,2021-07-28 10:40:00+05:30,buy,15611.55,15551.55,0.3203,30.26,-26.6161,-24.3745,13.81,4.57,44.45,bullish,"+DI > -DI, ADX strong, Bullish Divergence",-19.22,-0.38,51350.47,15299.32
2021-07-28 10:55:00+05:30,2021-09-20 15:00:00+05:30,buy,15548.15,17414.5,0.3216,21.65,-41.8749,-35.3111,1.53,19.51,45.34,bullish,"RSI < oversold, ADX strong, Bullish Divergence",600.22,12.0,51950.69,15237.19
2021-09-20 15:05:00+05:30,2021-10-01 09:15:00+05:30,buy,17389.85,17487.85,0.2875,21.4,-29.5113,-22.2664,5.63,5.88,21.8,bullish,"RSI < oversold, ADX strong, Bullish Divergence",28.17,0.56,51978.86,17042.05
2021-10-01 09:25:00+05:30,2021-10-05 14:35:00+05:30,short,17506.95,17816.25,0.2856,32.87,-32.7125,-20.1439,4.87,15.56,17.84,bearish,"MACD < Signal, -DI > +DI, Bearish Divergence",-88.34,-1.77,51890.52,17857.09
2021-10-05 14:40:00+05:30,2021-10-11 10:10:00+05:30,short,17826.3,17979.0,0.2805,72.85,23.1225,19.9609,25.45,21.89,12.49,bearish,"RSI > overbought, Bearish Divergence",-42.83,-0.86,51847.69,18182.83
2021-10-11 10:25:00+05:30,2021-10-21 10:35:00+05:30,buy,17968.95,18206.15,0.2783,83.18,19.2576,15.9497,14.6,55.88,50.06,bullish,"MACD > Signal, ADX strong, Bullish Divergence",66.01,1.32,51913.7,17609.57
2021-10-21 10:40:00+05:30,2021-10-28 13:35:00+05:30,buy,18183.4,17967.75,0.275,28.77,-18.5066,-10.8241,5.26,13.81,47.14,bullish,"RSI < oversold, ADX strong, Bullish Divergence",-59.3,-1.19,51854.4,17819.73
2021-10-28 13:40:00+05:30,2021-11-08 12:45:00+05:30,short,17978.75,18005.25,0.2781,42.69,-17.1147,-14.7727,9.25,14.92,16.89,bearish,"MACD < Signal, -DI > +DI, Bearish Divergence",-7.37,-0.15,51847.03,18338.32
2021-11-08 12:50:00+05:30,2021-11-15 09:15:00+05:30,short,18022.1,18199.6,0.2774,89.72,29.3722,22.3948,26.44,43.26,29.95,bearish,"RSI > overbought, -DI > +DI, ADX strong, Bearish Divergence",-49.24,-0.98,51797.79,18382.54
2021-11-15 10:00:00+05:30,2021-11-18 10:10:00+05:30,buy,18163.1,17795.05,0.2753,64.31,31.1133,32.7703,29.74,17.97,24.51,bullish,"+DI > -DI, ADX strong, Bullish Divergence",-101.32,-2.03,51696.47,17799.84
2021-11-18 10:25:00+05:30,2021-11-24 11:10:00+05:30,short,17759.9,17590.55,0.2815,19.35,-45.2555,-34.5514,2.07,14.11,10.93,bearish,"MACD < Signal, -DI > +DI, Bearish Divergence",47.67,0.95,51744.14,18115.1
2021-11-24 11:15:00+05:30,2021-11-26 09:55:00+05:30,buy,17579.0,17233.25,0.2844,75.06,15.789,14.6653,23.55,24.97,27.08,bullish,"MACD > Signal, ADX strong, Bullish Divergence",-98.33,-1.97,51645.81,17227.42
2021-11-26 10:25:00+05:30,2021-11-29 09:15:00+05:30,buy,17158.6,16837.3,0.2914,22.4,-78.702,-65.7519,13.42,9.6,18.59,bullish,"RSI < oversold, +DI > -DI, Bullish Divergence",-93.63,-1.87,51552.18,16815.43
2021-11-29 09:50:00+05:30,2021-11-30 15:15:00+05:30,buy,17027.2,16958.5,0.2936,43.68,-35.2057,-42.965,23.58,13.02,32.76,bullish,"MACD > Signal, +DI > -DI, ADX strong, Bullish Divergence",-20.17,-0.4,51532.01,16686.66
2021-12-01 10:15:00+05:30,2021-12-06 09:30:00+05:30,buy,17096.95,17119.1,0.2924,66.97,8.6821,8.6899,35.66,15.38,45.23,bullish,"+DI > -DI, ADX strong, Bullish Divergence",6.48,0.13,51538.49,16755.01
2021-12-06 09:55:00+05:30,2021-12-14 09:15:00+05:30,buy,17132.0,17263.25,0.2919,38.82,-33.3507,-32.6961,1.63,24.1,43.0,bullish,"ADX strong, Bullish Divergence",38.31,0.77,51576.8,16789.36
2021-12-14 10:35:00+05:30,2021-12-21 09:15:00+05:30,short,17253.4,16776.95,0.2898,34.96,-32.6514,-29.7353,9.31,18.54,22.04,bearish,"MACD < Signal, -DI > +DI, ADX strong, Bearish Divergence",138.08,2.76,51714.88,17598.47
2021-12-21 09:55:00+05:30,2021-12-23 09:15:00+05:30,short,16827.2,17037.5,0.2971,76.03,69.8331,57.0276,34.95,25.51,23.89,bearish,"RSI > overbought, ADX strong, Bearish Divergence",-62.48,-1.25,51652.4,17163.74
2021-12-23 09:35:00+05:30,2021-12-28 09:30:00+05:30,short,17068.6,17210.3,0.2929,94.15,43.3301,30.1714,52.17,18.98,30.17,bearish,"RSI > overbought, ADX strong, Bearish Divergence",-41.5,-0.83,51610.89,17409.97
2021-12-28 10:20:00+05:30,2022-01-03 11:10:00+05:30,short,17201.4,17527.65,0.2907,70.58,30.8172,30.8983,33.39,16.72,44.07,bearish,"RSI > overbought, MACD < Signal, ADX strong, Bearish Divergence",-94.84,-1.9,51516.05,17545.43
2022-01-03 11:15:00+05:30,2022-01-19 09:35:00+05:30,buy,17525.2,17979.5,0.2853,68.12,25.7817,28.3796,22.55,18.11,19.09,bullish,"+DI > -DI, Bullish Divergence",129.61,2.59,51645.66,17174.7
2022-01-19 09:40:00+05:30,2022-01-20 13:55:00+05:30,buy,17964.6,17686.4,0.2783,17.58,-64.1681,-49.6683,3.0,9.23,61.16,bullish,"RSI < oversold, ADX strong, Bullish Divergence",-77.42,-1.55,51568.24,17605.31
2022-01-20 14:00:00+05:30,2022-01-25 13:50:00+05:30,short,17691.0,17215.9,0.2826,12.56,-32.4376,-25.6827,0.0,5.9,60.45,bearish,"MACD < Signal, -DI > +DI, ADX strong, Bearish Divergence",134.26,2.69,51702.5,18044.82
2022-01-25 13:55:00+05:30,2022-01-27 09:35:00+05:30,buy,17215.75,16940.45,0.2904,82.36,29.5187,19.5676,24.87,38.43,8.8,bullish,"MACD > Signal, Bullish Divergence",-79.95,-1.6,51622.56,16871.44
2022-01-27 09:40:00+05:30,2022-01-28 09:15:00+05:30,short,16960.05,17284.15,0.2948,26.42,-53.1162,-13.9162,2.93,9.86,27.61,bearish,"MACD < Signal, -DI > +DI, ADX strong, Bearish Divergence",-95.54,-1.91,51527.01,17299.25
2022-01-28 09:45:00+05:30,2022-02-07 09:35:00+05:30,buy,17319.7,17434.2,0.2887,77.87,71.1468,55.7965,34.05,21.96,30.39,bullish,"MACD > Signal, +DI > -DI, ADX strong, Bullish Divergence",33.06,0.66,51560.07,16973.31
2022-02-07 10:00:00+05:30,2022-02-09 09:15:00+05:30,short,17409.7,17391.0,0.2872,21.57,-25.8075,-17.2056,8.47,16.58,21.33,bearish,"MACD < Signal, -DI > +DI, ADX strong, Bearish Divergence",5.37,0.11,51565.44,17757.89
2022-02-09 09:40:00+05:30,2022-02-14 09:15:00+05:30,buy,17392.2,16945.25,0.2875,80.85,56.3027,40.6161,38.94,29.24,24.93,bullish,"MACD > Signal, +DI > -DI, ADX strong, Bullish Divergence",-128.5,-2.57,51436.94,17044.36
2022-02-14 09:50:00+05:30,2022-02-15 13:40:00+05:30,short,17001.2,17164.1,0.2941,21.66,-110.6024,-82.6349,3.94,16.97,63.23,bearish,"MACD < Signal, -DI > +DI, ADX strong, Bearish Divergence",-47.91,-0.96,51389.03,17341.22
